,paper_id,fig_id,label,url
46,c4ta06936f,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06936f/c4ta06936f-f8_hi-res.gif
47,c4ta06991a,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06991a/c4ta06991a-f8_hi-res.gif
48,c4ta05087h,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta05087h/c4ta05087h-f8_hi-res.gif
49,c6ta01963c,f3,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta01963c/c6ta01963c-f3_hi-res.gif
50,c7ta08251g,f3,Time,https://pubs.rsc.org/image/article/2018/ta/c7ta08251g/c7ta08251g-f3_hi-res.gif
51,c8ta00494c,f3,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00494c/c8ta00494c-f3_hi-res.gif
52,c8ta02845a,f9,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta02845a/c8ta02845a-f9_hi-res.gif
53,c8ta04477e,f4,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta04477e/c8ta04477e-f4_hi-res.gif
54,c8ta07746k,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta07746k/c8ta07746k-f8_hi-res.gif
55,c8ta11435h,f5,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta11435h/c8ta11435h-f5_hi-res.gif
56,c4ta06858k,f11,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06858k/c4ta06858k-f11_hi-res.gif
57,c9ta08928d,f1,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta08928d/c9ta08928d-f1_hi-res.gif
58,c5ta00259a,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta00259a/c5ta00259a-f4_hi-res.gif
59,c5ta02279g,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02279g/c5ta02279g-f3_hi-res.gif
60,c5ta02925b,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02925b/c5ta02925b-f8_hi-res.gif
61,c5ta03835a,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta03835a/c5ta03835a-f3_hi-res.gif
62,c4ta05452k,f5,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta05452k/c4ta05452k-f5_hi-res.gif
63,c5ta10520j,f6,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta10520j/c5ta10520j-f6_hi-res.gif
64,c4ta03893b,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta03893b/c4ta03893b-f6_hi-res.gif
65,c6ta08031f,f2,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta08031f/c6ta08031f-f2_hi-res.gif
66,c6ta10744c,f7,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta10744c/c6ta10744c-f7_hi-res.gif
67,c7ta00412e,f6,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta00412e/c7ta00412e-f6_hi-res.gif
68,c7ta01767g,f5,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta01767g/c7ta01767g-f5_hi-res.gif
69,c7ta02661g,f9,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta02661g/c7ta02661g-f9_hi-res.gif
70,c4ta06235c,f10,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06235c/c4ta06235c-f10_hi-res.gif
71,c4ta06235c,f9,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06235c/c4ta06235c-f9_hi-res.gif
72,c7ta06856e,f11,Time,https://pubs.rsc.org/image/article/2018/ta/c7ta06856e/c7ta06856e-f11_hi-res.gif
73,c8ta07545j,f7,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta07545j/c8ta07545j-f7_hi-res.gif
74,c8ta08998a,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta08998a/c8ta08998a-f4_hi-res.gif
75,c9ta03934a,f6,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta03934a/c9ta03934a-f6_hi-res.gif
76,c6ta03657k,f5,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta03657k/c6ta03657k-f5_hi-res.gif
77,c7ta02022h,f4,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta02022h/c7ta02022h-f4_hi-res.gif
78,c4ta06172a,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06172a/c4ta06172a-f8_hi-res.gif
79,c7ta06758e,f4,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta06758e/c7ta06758e-f4_hi-res.gif
80,c8ta00494c,f10,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00494c/c8ta00494c-f10_hi-res.gif
81,c8ta04015j,f5,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta04015j/c8ta04015j-f5_hi-res.gif
82,c9ta02413a,f10,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta02413a/c9ta02413a-f10_hi-res.gif
83,c9ta04658e,f6,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta04658e/c9ta04658e-f6_hi-res.gif
84,c9ta04871e,f5,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta04871e/c9ta04871e-f5_hi-res.gif
85,c5ta01228g,f5,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta01228g/c5ta01228g-f5_hi-res.gif
86,c5ta02215k,f13,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02215k/c5ta02215k-f13_hi-res.gif
87,c5ta04065e,f5,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta04065e/c5ta04065e-f5_hi-res.gif
88,c5ta05071e,f9,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta05071e/c5ta05071e-f9_hi-res.gif
89,c5ta07813j,f8,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta07813j/c5ta07813j-f8_hi-res.gif
90,c5ta10105k,f5,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta10105k/c5ta10105k-f5_hi-res.gif
91,c6ta01383j,f14,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta01383j/c6ta01383j-f14_hi-res.gif
92,c6ta02420c,f10,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta02420c/c6ta02420c-f10_hi-res.gif
93,c6ta04477h,f7,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta04477h/c6ta04477h-f7_hi-res.gif
94,c7ta01228d,f9,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta01228d/c7ta01228d-f9_hi-res.gif
95,c7ta04762b,f17,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta04762b/c7ta04762b-f17_hi-res.gif
96,c7ta04769j,f4,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta04769j/c7ta04769j-f4_hi-res.gif
97,c4ta06256f,f10,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06256f/c4ta06256f-f10_hi-res.gif
98,c7ta08529j,f9,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta08529j/c7ta08529j-f9_hi-res.gif
99,c8ta01882k,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta01882k/c8ta01882k-f8_hi-res.gif
100,c8ta03321h,f7,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta03321h/c8ta03321h-f7_hi-res.gif
101,c4ta04834b,f5,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta04834b/c4ta04834b-f5_hi-res.gif
102,c5ta02337h,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02337h/c5ta02337h-f7_hi-res.gif
103,c5ta04758g,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta04758g/c5ta04758g-f4_hi-res.gif
104,c6ta01460g,f11,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta01460g/c6ta01460g-f11_hi-res.gif
105,c6ta09766a,f3,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta09766a/c6ta09766a-f3_hi-res.gif
106,c7ta01670k,f4,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta01670k/c7ta01670k-f4_hi-res.gif
107,c4ta01304b,f12,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta01304b/c4ta01304b-f12_hi-res.gif
108,c5ta01237f,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta01237f/c5ta01237f-f3_hi-res.gif
109,c6ta04867f,f8,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta04867f/c6ta04867f-f8_hi-res.gif
110,c6ta05207j,f11,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta05207j/c6ta05207j-f11_hi-res.gif
111,c7ta01228d,f16,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta01228d/c7ta01228d-f16_hi-res.gif
112,c7ta07663k,f4,Time,https://pubs.rsc.org/image/article/2018/ta/c7ta07663k/c7ta07663k-f4_hi-res.gif
113,c7ta10253d,f7,Time,https://pubs.rsc.org/image/article/2018/ta/c7ta10253d/c7ta10253d-f7_hi-res.gif
114,c8ta00494c,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00494c/c8ta00494c-f8_hi-res.gif
115,c8ta03446j,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta03446j/c8ta03446j-f8_hi-res.gif
116,c8ta04320e,f2,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta04320e/c8ta04320e-f2_hi-res.gif
117,c5ta03721b,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta03721b/c5ta03721b-f4_hi-res.gif
118,c5ta05818j,f9,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta05818j/c5ta05818j-f9_hi-res.gif
119,c5ta10680j,f11,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta10680j/c5ta10680j-f11_hi-res.gif
120,c6ta09036b,f5,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta09036b/c6ta09036b-f5_hi-res.gif
121,c6ta09559c,f10,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta09559c/c6ta09559c-f10_hi-res.gif
122,c6ta10535a,f5,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta10535a/c6ta10535a-f5_hi-res.gif
123,c8ta00343b,f3,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00343b/c8ta00343b-f3_hi-res.gif
124,c8ta12146j,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta12146j/c8ta12146j-f4_hi-res.gif
125,c8ta12353e,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta12353e/c8ta12353e-f4_hi-res.gif
126,c4ta06858k,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06858k/c4ta06858k-f8_hi-res.gif
127,c9ta02237f,f9,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta02237f/c9ta02237f-f9_hi-res.gif
128,c4ta07159j,f11,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta07159j/c4ta07159j-f11_hi-res.gif
129,c4ta07112c,f5,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta07112c/c4ta07112c-f5_hi-res.gif
130,c5ta00402k,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta00402k/c5ta00402k-f8_hi-res.gif
131,c5ta00669d,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta00669d/c5ta00669d-f7_hi-res.gif
132,c4ta04680c,f10,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta04680c/c4ta04680c-f10_hi-res.gif
133,c6ta06733f,f29,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta06733f/c6ta06733f-f29_hi-res.gif
134,c4ta05777e,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta05777e/c4ta05777e-f6_hi-res.gif
135,c6ta09378g,f4,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta09378g/c6ta09378g-f4_hi-res.gif
136,c6ta11167j,f5,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta11167j/c6ta11167j-f5_hi-res.gif
137,c4ta06531j,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06531j/c4ta06531j-f3_hi-res.gif
138,c8ta06034g,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta06034g/c8ta06034g-f8_hi-res.gif
139,c9ta00039a,f6,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta00039a/c9ta00039a-f6_hi-res.gif
140,c9ta03236c,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta03236c/c9ta03236c-f4_hi-res.gif
141,c4ta06883a,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06883a/c4ta06883a-f6_hi-res.gif
142,c9ta07171g,f7,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta07171g/c9ta07171g-f7_hi-res.gif
143,c5ta02590g,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02590g/c5ta02590g-f7_hi-res.gif
144,c5ta02774h,f10,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02774h/c5ta02774h-f10_hi-res.gif
145,c5ta04253d,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta04253d/c5ta04253d-f6_hi-res.gif
146,c6ta01846g,f3,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta01846g/c6ta01846g-f3_hi-res.gif
147,c7ta05580c,f6,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta05580c/c7ta05580c-f6_hi-res.gif
148,c4ta06286h,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06286h/c4ta06286h-f7_hi-res.gif
149,c4ta04291c,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta04291c/c4ta04291c-f3_hi-res.gif
150,c4ta06630h,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06630h/c4ta06630h-f7_hi-res.gif
151,c9ta01749f,f13,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta01749f/c9ta01749f-f13_hi-res.gif
152,c4ta07018f,f9,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta07018f/c4ta07018f-f9_hi-res.gif
153,c4ta04671d,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta04671d/c4ta04671d-f4_hi-res.gif
154,c5ta01552a,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta01552a/c5ta01552a-f8_hi-res.gif
155,c5ta02712h,f5,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta02712h/c5ta02712h-f5_hi-res.gif
156,c5ta03669k,f8,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta03669k/c5ta03669k-f8_hi-res.gif
157,c5ta08468g,f5,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta08468g/c5ta08468g-f5_hi-res.gif
158,c6ta05080h,f7,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta05080h/c6ta05080h-f7_hi-res.gif
159,c6ta06971a,f4,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta06971a/c6ta06971a-f4_hi-res.gif
160,c8ta10587a,f15,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta10587a/c8ta10587a-f15_hi-res.gif
161,c9ta03176f,f5,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta03176f/c9ta03176f-f5_hi-res.gif
162,c4ta07112c,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta07112c/c4ta07112c-f6_hi-res.gif
163,c5ta01158b,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta01158b/c5ta01158b-f6_hi-res.gif
164,c5ta08622a,f3,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta08622a/c5ta08622a-f3_hi-res.gif
165,c5ta10680j,f10,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta10680j/c5ta10680j-f10_hi-res.gif
166,c6ta00429f,f3,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta00429f/c6ta00429f-f3_hi-res.gif
167,c6ta00732e,f8,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta00732e/c6ta00732e-f8_hi-res.gif
168,c6ta02748b,f19,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta02748b/c6ta02748b-f19_hi-res.gif
169,c6ta06733f,f27,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta06733f/c6ta06733f-f27_hi-res.gif
170,c7ta01534h,f7,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta01534h/c7ta01534h-f7_hi-res.gif
171,c7ta02254a,f3,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta02254a/c7ta02254a-f3_hi-res.gif
172,c8ta00023a,f6,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00023a/c8ta00023a-f6_hi-res.gif
173,c4ta06699e,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06699e/c4ta06699e-f3_hi-res.gif
174,c5ta01246e,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta01246e/c5ta01246e-f4_hi-res.gif
175,c7ta06307e,f3,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta06307e/c7ta06307e-f3_hi-res.gif
176,c7ta06840a,f6,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta06840a/c7ta06840a-f6_hi-res.gif
177,c4ta06396a,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06396a/c4ta06396a-f4_hi-res.gif
178,c5ta03090k,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta03090k/c5ta03090k-f7_hi-res.gif
179,c5ta06540b,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta06540b/c5ta06540b-f4_hi-res.gif
180,c5ta09125j,f9,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta09125j/c5ta09125j-f9_hi-res.gif
181,c5ta09252c,f9,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta09252c/c5ta09252c-f9_hi-res.gif
182,c7ta02282d,f8,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta02282d/c7ta02282d-f8_hi-res.gif
183,c7ta09136b,f7,Time,https://pubs.rsc.org/image/article/2018/ta/c7ta09136b/c7ta09136b-f7_hi-res.gif
184,c8ta06730a,f4,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta06730a/c8ta06730a-f4_hi-res.gif
185,c8ta08306a,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta08306a/c8ta08306a-f8_hi-res.gif
186,c8ta08975b,f4,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta08975b/c8ta08975b-f4_hi-res.gif
187,c8ta12274a,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta12274a/c8ta12274a-f4_hi-res.gif
188,c5ta04933d,f7,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta04933d/c5ta04933d-f7_hi-res.gif
189,c5ta05162b,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta05162b/c5ta05162b-f3_hi-res.gif
190,c6ta06115j,f10,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta06115j/c6ta06115j-f10_hi-res.gif
191,c6ta09406f,f4,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta09406f/c6ta09406f-f4_hi-res.gif
192,c6ta10543b,f21,Time,https://pubs.rsc.org/image/article/2017/ta/c6ta10543b/c6ta10543b-f21_hi-res.gif
193,c7ta00566k,f8,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta00566k/c7ta00566k-f8_hi-res.gif
194,c7ta08999f,f3,Time,https://pubs.rsc.org/image/article/2017/ta/c7ta08999f/c7ta08999f-f3_hi-res.gif
195,c8ta02962h,f3,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta02962h/c8ta02962h-f3_hi-res.gif
196,c8ta03509a,f4,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta03509a/c8ta03509a-f4_hi-res.gif
197,c8ta07254j,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c8ta07254j/c8ta07254j-f4_hi-res.gif
198,c9ta11103d,f4,Time,https://pubs.rsc.org/image/article/2019/ta/c9ta11103d/c9ta11103d-f4_hi-res.gif
199,c5ta00638d,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta00638d/c5ta00638d-f6_hi-res.gif
200,c5ta01101a,f4,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta01101a/c5ta01101a-f4_hi-res.gif
201,c4ta04984e,f6,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta04984e/c4ta04984e-f6_hi-res.gif
202,c6ta07424c,f6,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta07424c/c6ta07424c-f6_hi-res.gif
203,c7ta10290a,f7,Time,https://pubs.rsc.org/image/article/2018/ta/c7ta10290a/c7ta10290a-f7_hi-res.gif
204,c8ta00492g,f5,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00492g/c8ta00492g-f5_hi-res.gif
205,c8ta00827b,f9,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta00827b/c8ta00827b-f9_hi-res.gif
206,c8ta01114a,f8,Time,https://pubs.rsc.org/image/article/2018/ta/c8ta01114a/c8ta01114a-f8_hi-res.gif
207,c4ta06604a,f3,Time,https://pubs.rsc.org/image/article/2015/ta/c4ta06604a/c4ta06604a-f3_hi-res.gif
208,c5ta04976h,f13,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta04976h/c5ta04976h-f13_hi-res.gif
209,c5ta05826k,f2,Time,https://pubs.rsc.org/image/article/2015/ta/c5ta05826k/c5ta05826k-f2_hi-res.gif
210,c5ta09024e,f7,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta09024e/c5ta09024e-f7_hi-res.gif
211,c5ta09418f,f6,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta09418f/c5ta09418f-f6_hi-res.gif
212,c5ta10708c,f9,Time,https://pubs.rsc.org/image/article/2016/ta/c5ta10708c/c5ta10708c-f9_hi-res.gif
213,c6ta01450j,f4,Time,https://pubs.rsc.org/image/article/2016/ta/c6ta01450j/c6ta01450j-f4_hi-res.gif
